mean,std
30.289219330855015,26.954979966849482
109.31608884875217,40.44570855729802
161563478.39702746,231411871.16716
2.0903076758589143,0.5173415745602379
40.19656133828996,17.682845064323114
5.441707137396268,4.102611460467633
207.6093940593053,38.287971090240866
25.393952782971017,8.456451811084275
64.14047460967183,31.78277618053994
56.639405204460964,33.39649633742684
13.076208178438662,19.21891310602827
194.53318588086663,38.306012237733874
17.28965326570099,7.085248259092495
73.4366402713781,29.94901540914743
1.2648446673362848,0.7890249682645021
161563478.39702746,231411871.16716
0.31311305648104204,0.14655123834392456
1165.9487248373728,691.6286988429658
0.5894354757467812,0.16941512463913724
228.04711231122099,134.35312591275078
234.46772476638438,138.3501932091827
29139.471189591077,33178.97479671556
129.62764929050854,81.89913589984829
663.4386863201395,407.0532123339708
0.042820755887417246,0.027078447091470375
29139.99814126394,33178.97452612438
0.8124922716452898,0.0904680790154306
10.426671001982417,6.11264367680142
273.12875140189453,311.8928857736347
22.2608852720065,22.33230138176007
7.070564128700962,4.326530551505937
0.22918739098671992,0.23946642632216172
0.924613071366781,0.05474613870966023
0.1946412135207298,0.08325040791878005
0.6941301189103263,0.18761498013354178
0.18112708389644305,0.19819267033427607
0.9063781416590571,0.03536357300749906
0.9054312642188679,0.03635261926052066
0.996904066838857,0.0023126545788046747
0.979814612259411,0.008027535447488871
-0.6144771501716345,0.08168332941921753
0.9409180256732184,0.06326895108747702
0.17902208336412945,0.06291793884661079
2.800535918428921,0.9353304198293744
0.2501016804499919,0.15845818511916213
2.8595601062450293,0.7255535677958013
0.9335702734496536,0.045990423947873685
0.38705736387273454,0.17438899791540546
2.6414876368284745,0.6573764217274554
1.8249378799219207,1.0975843074698293
4.149967685249035,0.9603009724322914
10976.733762488748,16260.387259158271
0.3216042855709137,0.14831899089643796
3.453126119485087,0.9066131454117671
9125.25958954679,13176.169493741045
1.887244522936579,1.1091476426255475
10.74582615166199,6.157760971348439
58.91079283264315,7.592586289572421
521.7462873453751,309.57968377343497
23.43452932565696,19.071297102241807
0.3426524017687675,0.2412422381849
0.029522731689717148,0.009442097876644946
0.4661726320843422,0.3254409792439512
0.00710374529451555,0.0035486252559364566
959.0969962039268,1002.6728855339777
0.21064796683390624,0.05532586092987748
2.4962678898706,1.1520644997223721
14.937082278291806,6.349860924791349
342.31922171754843,1379.5452802719078
855.8400842519511,1402.307696440259
293.7547474745756,1375.4755626264493
0.21676497131731629,0.11328883929319217
5.78533491108285,0.4991822549675795
669.7848105291013,653.57552470512
0.15313502728253048,0.04967130581161182
0.19681925149976015,0.07082276239535007
256.2288242353048,1023.5817111528921
0.3327816864284332,0.08007880869247311
6.202024223473815,3.1823908637992138
0.054869357927773366,0.024757800971827962
41.70323760842202,39.64292126671754
0.17939309872018439,0.06581616280640062
3.4141542519720405,1.4357331741213206
20.520420729466416,7.846419350029509
1841097.8594130785,11424317.896865241
4477020.08529939,12291514.074370557
1543517.3538911117,11392911.811036635
0.1788467706725382,0.08457652303138206
17.824625914459936,18.029386706157258
0.07969923675622131,0.03505528951915559
0.2259674048350961,0.06717775054081954
4.731790812799813,2.852202087177686
0.04175752011299409,0.02634798815098122
6.1649026973474506,0.8779287981459045
0.013273781410427371,0.009750452616927936
1815925.7259933623,11296265.856417615
40.589745312599156,43.60753752923492
0.003573458260164041,0.004217204372427947
6.3398586546325575,3.189284638865811
0.010128279515705106,0.009599148277683257
0.14953287861631415,0.17954491872918896
